"","lon","lat","id","ppt_01","ppt_02","ppt_03","ppt_04","ppt_05","ppt_06","ppt_07","ppt_08","ppt_09","ppt_10","ppt_11","ppt_12","tmean_01","tmean_02","tmean_03","tmean_04","tmean_05","tmean_06","tmean_07","tmean_08","tmean_09","tmean_10","tmean_11","tmean_12"
"45",-97,33,"lat33_lon-97_id",53.6399993896484,72.6900024414062,93.9800033569336,80.0899963378906,127.839996337891,102.809997558594,60.2599983215332,49.9900016784668,71.1600036621094,108.519996643066,76.8600006103516,69.5800018310547,7.65000009536743,9.69999980926514,13.8150005340576,18.3800010681152,23.0950012207031,27.2700004577637,29.5449981689453,29.7150001525879,25.4949989318848,19.6599998474121,13.6300001144409,8.3149995803833
"46",-95,33,"lat33_lon-95_id",81.4199981689453,94.370002746582,112.580001831055,82.3099975585938,128.470001220703,103.25,88.129997253418,53.8699989318848,78,124.319999694824,112.930000305176,106.629997253418,7.25500011444092,9.09500026702881,13.3250007629395,17.4899997711182,21.9850006103516,25.9899997711182,27.9899997711182,28.0799999237061,24.3150005340576,18.4150009155273,13.1300001144409,8.10500049591064
"47",-93,33,"lat33_lon-93_id",118.440002441406,129.889999389648,129.639999389648,114.120002746582,125.599998474121,124.449996948242,93.0299987792969,70.6699981689453,90,131.009994506836,134.350006103516,140.720001220703,6.79500007629395,8.82499980926514,13.0750007629395,17.6049995422363,21.9650001525879,25.7800006866455,27.6450004577637,27.5400009155273,23.8850002288818,17.8850002288818,12.5100002288818,7.70499992370605
"48",-91,33,"lat33_lon-91_id",131.539993286133,133.460006713867,125.919998168945,134.860000610352,129.970001220703,101.400001525879,94.7200012207031,79.870002746582,84.5800018310547,121.449996948242,129.529998779297,147.220001220703,6.67500019073486,8.84999942779541,13.2700004577637,17.9049987792969,22.7249984741211,26.4850006103516,27.9799995422363,27.7000007629395,24.3250007629395,18.5100002288818,12.9300003051758,7.97499990463257
"49",-89,33,"lat33_lon-89_id",129.410003662109,142.529998779297,127.849998474121,126.190002441406,118.800003051758,100.669998168945,120.349998474121,104.870002746582,87.4499969482422,103.559997558594,121.650001525879,136.380004882812,6.57499980926514,8.72999954223633,13.0900001525879,17.0699996948242,21.5900001525879,25.4249992370605,27.0300006866455,26.7949981689453,23.5849990844727,17.6700000762939,12.5100002288818,7.82000017166138
"50",-87,33,"lat33_lon-87_id",133.960006713867,137.990005493164,132.710006713867,110.709999084473,109.040000915527,114.169998168945,125.120002746582,101.699996948242,102.620002746582,85.5299987792969,128.179992675781,122.73999786377,6.34000015258789,8.51500034332275,12.6900005340576,16.7299995422363,21.375,25.2000007629395,26.9599990844727,26.6499996185303,23.5550003051758,17.6599998474121,12.1400003433228,7.75500011444092
"51",-85,33,"lat33_lon-85_id",115.129997253418,120.019996643066,135.759994506836,100.220001220703,85.879997253418,98.3399963378906,140.850006103516,94.2799987792969,87.4000015258789,82.0100021362305,110.569999694824,110.769996643066,6.51999998092651,8.59000015258789,12.335000038147,16.2350006103516,20.814998626709,24.7299995422363,26.3649978637695,25.9500007629395,22.7799987792969,17.0750007629395,12.1700000762939,7.6399998664856
"52",-83,33,"lat33_lon-83_id",108.459999084473,106.300003051758,119.169998168945,77.4899978637695,70.8000030517578,105.930000305176,110.150001525879,114.26000213623,95.9000015258789,79.620002746582,81.1500015258789,95.7900009155273,7.46999979019165,9.47000026702881,13.2049999237061,17.2250003814697,21.7250003814697,25.6750011444092,27.3999996185303,26.875,23.7700004577637,18.2150001525879,12.9200000762939,8.73999977111816
"53",-81,33,"lat33_lon-81_id",101.290000915527,87.629997253418,101.050003051758,73.5999984741211,75.5299987792969,138.009994506836,132.139999389648,142.440002441406,98.9300003051758,80.5800018310547,70.3600006103516,82.6800003051758,8.44499969482422,10.6350002288818,14.2749996185303,17.9949989318848,22.3699989318848,25.9449996948242,27.5799999237061,26.9200019836426,23.9850006103516,18.7999992370605,13.9549999237061,9.57500076293945
"56",-119,35,"lat35_lon-119_id",37.6399993896484,41.5,41.4099998474121,22.5599994659424,12.0200004577637,1.21000003814697,1.20000004768372,1.42999994754791,3.44000005722046,15.6300001144409,20.1599998474121,34.939998626709,9,10.6800003051758,12.9649991989136,15.4349994659424,19.6549987792969,23.5200004577637,27.1300010681152,26.4249992370605,23.6199989318848,18.5750007629395,12.5649995803833,8.98000049591064
"57",-117,35,"lat35_lon-117_id",17.6900005340576,21.9599990844727,14,5.40999984741211,2.48000001907349,1.3400000333786,6.71999979019165,5.8600001335144,4.71999979019165,5.01000022888184,9.5,20.25,8.58500003814697,10.0050001144409,12.5649995803833,15.8299999237061,20.3850002288818,25.0249996185303,28.5,28.0399990081787,24.6599998474121,18.7099990844727,12.4650001525879,8.0649995803833
"58",-115,35,"lat35_lon-115_id",21.2999992370605,26.2999992370605,21.0400009155273,6.48000001907349,3.69000005722046,1.87999999523163,15.4799995422363,15.3000001907349,10.1199998855591,10.1400003433228,10.6499996185303,18.3600006103516,8.32499980926514,10.2650003433228,13.3349990844727,17.0100002288818,22.3999996185303,27.4150009155273,30.7449989318848,29.935001373291,26.1299991607666,19.5550003051758,12.710000038147,7.84000015258789
"59",-113,35,"lat35_lon-113_id",44.6500015258789,46.5299987792969,51.9000015258789,22.25,13.4200000762939,8.27999973297119,57.3600006103516,79.9700012207031,44.5400009155273,36.9099998474121,37.7700004577637,40.6500015258789,1.94999980926514,2.96500015258789,5.54500007629395,8.82499980926514,13.7250003814697,18.5650005340576,21.5100002288818,20.5050010681152,17.4200000762939,11.5949993133545,5.82500028610229,1.71499991416931
"60",-111,35,"lat35_lon-111_id",19.9699993133545,18.7399997711182,22.0900001525879,12.1700000762939,6.09000015258789,6.73999977111816,38.4000015258789,39.5699996948242,39.2400016784668,24.1599998474121,12.6300001144409,12.6300001144409,1.00999975204468,3.59500026702881,6.93499994277954,10.6499996185303,15.6099996566772,20.3649997711182,23.5349998474121,22.3649997711182,18.8050003051758,12.6450004577637,6.25,1.39999985694885
"61",-109,35,"lat35_lon-109_id",22.1200008392334,20.5900001525879,22.8099994659424,16.9200000762939,13.4499998092651,9.14999961853027,42.2299995422363,52.4799995422363,30.1800003051758,25.6200008392334,19.75,22.9799995422363,-0.134999752044678,2.15499997138977,5.30499982833862,9.25,14.1800003051758,19.1450004577637,22.2799987792969,21.2649993896484,17.4899997711182,11.1099996566772,4.53999996185303,-0.159999847412109
"62",-107,35,"lat35_lon-107_id",10.6999998092651,12.8599996566772,16.3700008392334,18.4799995422363,14.8199996948242,12.4799995422363,36.0999984741211,46.6399993896484,34.1300010681152,29.7999992370605,14.3699998855591,16.1700000762939,1.53999996185303,4.25,7.97499942779541,12.0450000762939,17.2999992370605,22.2150001525879,24.4249992370605,23.3050003051758,19.4799995422363,12.9200000762939,6.375,1.54500007629395
"63",-105,35,"lat35_lon-105_id",13.9499998092651,13.9300003051758,20,19.4699993133545,34.6500015258789,40.0699996948242,55.7999992370605,66.0100021362305,45.3800010681152,33.8499984741211,18.0300006866455,20.1499996185303,2.61499977111816,4.40499973297119,7.85999965667725,12.1099996566772,16.9949989318848,21.7649993896484,23.6649990081787,22.8250007629395,19.2350006103516,13.5200004577637,7.39000034332275,2.55999970436096
"64",-103,35,"lat35_lon-103_id",13.1400003433228,12.0500001907349,28.3700008392334,26.7399997711182,46.6199989318848,66.2200012207031,63.3499984741211,80.5299987792969,43.4000015258789,41.1399993896484,21.6100006103516,18.7800006866455,2.92000007629395,4.80500030517578,8.75,12.960000038147,17.6100006103516,23.0599994659424,24.7249984741211,23.375,20.2700004577637,13.9650001525879,7.80500030517578,2.8899998664856
"65",-101,35,"lat35_lon-101_id",17.8899993896484,20.3099994659424,39.0800018310547,40.7700004577637,80.0699996948242,95.879997253418,56.4099998474121,76.5100021362305,61.7799987792969,54.7599983215332,25.6399993896484,24.5,3.52500009536743,5.38000011444092,9.59500026702881,14.3950004577637,19.5,24.1300010681152,26.7250003814697,26.1399993896484,21.7999992370605,15.6050004959106,9.07999992370605,3.72499990463257
"66",-99,35,"lat35_lon-99_id",25.3899993896484,29.1200008392334,60.1399993896484,59.439998626709,104.76000213623,111.919998168945,62.7299995422363,72.5299987792969,75.5599975585938,80.2399978637695,39.25,32.5900001525879,3.50999999046326,5.8600001335144,10.2049999237061,15.2150001525879,20.7350006103516,25.8250007629395,28.4899997711182,28.0299987792969,23.4950008392334,16.810001373291,9.97000026702881,4.14499998092651
"67",-97,35,"lat35_lon-97_id",43.8300018310547,54,85.1500015258789,92.3499984741211,126.440002441406,120.080001831055,73.129997253418,71.0199966430664,107.629997253418,101.650001525879,64.9000015258789,59.3499984741211,4.34999990463257,6.65999984741211,11.335000038147,16.0950012207031,20.5300006866455,24.8950004577637,27.7099990844727,27.5349998474121,22.9799995422363,17.0849990844727,10.9750003814697,5.17999982833862
"68",-95,35,"lat35_lon-95_id",76.6100006103516,78.2600021362305,104.410003662109,117.040000915527,155.25,123.290000915527,92.5999984741211,72.8600006103516,116.930000305176,113.370002746582,122.839996337891,97.5899963378906,4.42999982833862,6.88499975204468,11.3850002288818,16.1000003814697,20.6450004577637,25,27.6300010681152,27.4799995422363,23.0049991607666,17,11.0900001525879,5.38499975204468
"69",-93,35,"lat35_lon-93_id",83.9499969482422,98.1800003051758,123.569999694824,120.449996948242,135.940002441406,113.360000610352,96.4700012207031,74.7300033569336,100.650001525879,134.009994506836,145.220001220703,126.900001525879,4.66499996185303,6.875,11.3850002288818,15.9849996566772,20.4300003051758,24.5450000762939,26.8999996185303,26.7950019836426,22.6749992370605,16.7000007629395,10.9349994659424,5.41499996185303
"70",-91,35,"lat35_lon-91_id",94.7200012207031,103.589996337891,119.790000915527,128.210006713867,135.470001220703,92.2099990844727,91.7900009155273,63.060001373291,73,109.769996643066,126.410003662109,134.910003662109,4.05000019073486,6.44500017166138,11.2449998855591,16.3600006103516,21.2749996185303,25.6499996185303,27.2849998474121,26.7350006103516,22.7700004577637,16.8400001525879,10.9949998855591,5.51999998092651
"71",-89,35,"lat35_lon-89_id",111,122.459999084473,126.120002746582,131.729995727539,145.139999389648,112.300003051758,111.940002441406,84.5999984741211,95.0299987792969,105.73999786377,126.669998168945,149.380004882812,3.86500000953674,6.08000040054321,10.625,15.5049991607666,20.2150001525879,24.3499984741211,26.2399997711182,25.8400001525879,22.0849990844727,16.0949993133545,10.6650009155273,5.36999988555908
"72",-87,35,"lat35_lon-87_id",124.919998168945,130.089996337891,134.679992675781,118.230003356934,142.220001220703,107.059997558594,105.660003662109,104.25,117.430000305176,94.5699996948242,126.190002441406,168.110000610352,4.13500022888184,6.17500019073486,10.6149997711182,15.3050003051758,19.9500007629395,24.1650009155273,26.0499992370605,25.7000007629395,22.1599998474121,15.9600009918213,10.4799995422363,5.49499988555908
"73",-85,35,"lat35_lon-85_id",125.540000915527,127.040000915527,119.650001525879,93.0400009155273,101.269996643066,103.900001525879,117.269996643066,99.379997253418,108.76000213623,78.9000015258789,117.150001525879,125.019996643066,3.89499998092651,6.07999992370605,10.3250007629395,15.125,19.4749984741211,23.8500003814697,25.6749992370605,25.3299999237061,21.8499984741211,15.7399997711182,10.2399997711182,5.44500017166138
"74",-83,35,"lat35_lon-83_id",153.990005493164,138.770004272461,148.839996337891,118.400001525879,124.589996337891,152.339996337891,156.539993286133,156.270004272461,156.970001220703,121.610000610352,143.229995727539,153.570007324219,4.28000020980835,6.15500020980835,9.9399995803833,14.3249998092651,18.4650001525879,22.3500003814697,24.1700000762939,23.6199989318848,20.3000011444092,14.710000038147,9.89999961853027,5.46999979019165
"75",-81,35,"lat35_lon-81_id",97.3399963378906,92.3199996948242,107.569999694824,79.3899993896484,74.379997253418,98.8399963378906,104.930000305176,108.080001831055,95.5899963378906,87.8300018310547,83.4700012207031,90.0199966430664,5.10500001907349,6.92999982833862,11.0100002288818,15.5949993133545,20.0499992370605,24.564998626709,26.3899993896484,25.6700000762939,22.1149997711182,16.1100006103516,10.9899997711182,6.2350001335144
"76",-79,35,"lat35_lon-79_id",91.5699996948242,83.3199996948242,98,77.6800003051758,84.9199981689453,114.339996337891,139.220001220703,132.660003662109,110.75,83.1999969482422,77.0800018310547,78.4199981689453,5.75,7.51000022888184,11.4650001525879,16.3450012207031,20.7299995422363,25.2250003814697,27.0349998474121,26.25,22.810001373291,17.0250015258789,12.0100002288818,7.19500017166138
"77",-77,35,"lat35_lon-77_id",102.639999389648,88.3300018310547,109.300003051758,80.0899963378906,107.449996948242,122.620002746582,163.669998168945,172.770004272461,152.360000610352,92.9400024414062,88.6800003051758,88.9400024414062,6.81500005722046,8.39500045776367,11.9099998474121,16.5,20.7399997711182,24.9500007629395,26.7449989318848,26.0400009155273,23.2599983215332,17.7399997711182,13.0149993896484,8.42500019073486
"80",-121,37,"lat37_lon-121_id",48.2799987792969,48.3899993896484,40.5699996948242,14.3500003814697,10.6099996566772,1.10000002384186,0.469999998807907,0.629999995231628,5.53000020980835,12.2600002288818,26.1299991607666,36.8899993896484,8.0649995803833,10.3649997711182,12.585000038147,15.2449998855591,19.0699996948242,22.3299999237061,25.1749992370605,24.7450008392334,22.4950008392334,18.0050010681152,12.1450004577637,8.07999992370605
"81",-119,37,"lat37_lon-119_id",213.199996948242,208.649993896484,210.339996337891,92.379997253418,52.9199981689453,12.8900003433228,13.3999996185303,6.90000009536743,28.3799991607666,64.9300003051758,129.899993896484,188.610000610352,1.77499985694885,1.32500004768372,2.78000020980835,4.44500017166138,8.58500003814697,12.9799995422363,17.2900009155273,17.060001373291,14.0650005340576,9.55500030517578,4.58500003814697,1.39499998092651
"82",-117,37,"lat37_lon-117_id",15.4099998474121,32.4799995422363,25.2800006866455,12.3999996185303,8.55000019073486,7.09000015258789,10.3500003814697,12.3900003433228,9.06999969482422,8.23999977111816,11.0299997329712,15.1099996566772,3.48000001907349,5.34000015258789,8.71500015258789,12.25,17.1399993896484,22.810001373291,26.1849994659424,25.3850002288818,21.0400009155273,14.6549997329712,7.75,3.07999992370605
"83",-115,37,"lat37_lon-115_id",18.9799995422363,21.7700004577637,18.4699993133545,8.57999992370605,5.30999994277954,2.88000011444092,10.4799995422363,11.8800001144409,8.38000011444092,13.289999961853,12.4700002670288,15.3199996948242,6.33500003814697,8.60499954223633,12.1050004959106,16.1000003814697,21.3850002288818,26.3400001525879,29.8549995422363,28.8800010681152,24.6049995422363,17.7799987792969,10.789999961853,5.94000005722046
"84",-113,37,"lat37_lon-113_id",31.3299999237061,35.9000015258789,38.060001373291,25.0100002288818,10.7600002288818,9.0600004196167,29.4099998474121,41.8300018310547,16.4400005340576,28.7700004577637,25.3600006103516,28.9300003051758,1.8199999332428,3.77500009536743,7.32999992370605,11.0949993133545,16.2100009918213,21.3400001525879,25.1199989318848,23.8899993896484,19.9449996948242,13.3649997711182,6.4850001335144,1.7649998664856
"85",-107,37,"lat37_lon-107_id",48.8699989318848,47.2299995422363,49.2900009155273,39.4500007629395,37.8199996948242,25.1700000762939,56.1699981689453,78.2699966430664,56.9199981689453,48.4900016784668,46.6500015258789,48.810001373291,-3.28499984741211,-1.71000003814697,1.82500004768372,5.40999984741211,10.5650005340576,14.1350002288818,18.5699996948242,17.5249996185303,13.8099994659424,8,1.80999994277954,-3.11999988555908
"86",-105,37,"lat37_lon-105_id",25.5699996948242,29.75,52.7700004577637,44.810001373291,54.0999984741211,54.9199981689453,86.9800033569336,99.6699981689453,42.6699981689453,38.6699981689453,26.5300006866455,27.0400009155273,-2.46000003814697,-1.54499983787537,1.02500009536743,4.51000022888184,9.15999984741211,13.8250007629395,16.1949996948242,15.4650001525879,12.3099994659424,7.125,1.2649998664856,-2.625
"87",-103,37,"lat37_lon-103_id",7.17999982833862,9.53999996185303,28.8899993896484,31.0699996948242,53.9199981689453,55.9000015258789,77.4700012207031,74.1999969482422,35.9900016784668,28.0900001525879,14.6300001144409,9.15999984741211,1.04500007629395,2.54000020027161,6.73000001907349,11.4849996566772,16.8050003051758,21.9250011444092,24.7249984741211,23.7150001525879,19.5050010681152,12.960000038147,6.19499969482422,1.04500007629395
"88",-101,37,"lat37_lon-101_id",11.4399995803833,13.460000038147,32.0499992370605,39.0299987792969,60.2299995422363,79.9000015258789,71.5500030517578,58.0400009155273,44.6100006103516,45.4099998474121,19.4599990844727,17.8400001525879,1.05999994277954,2.99000000953674,7.36500024795532,12.5900001525879,18.0149993896484,23.5200004577637,26.3999996185303,25.6549987792969,20.9750003814697,13.9050006866455,6.94999980926514,1.21000003814697
"89",-99,37,"lat37_lon-99_id",17.7199993133545,23.4300003051758,54.4500007629395,57.0200004577637,96.3399963378906,112.330001831055,66.2099990844727,84.0199966430664,54.4599990844727,56.0200004577637,35.0299987792969,22.9099998474121,1.29999995231628,3.53999996185303,8.32999992370605,13.6550006866455,18.9949989318848,24.1549987792969,27.1900005340576,26.7549991607666,21.8600006103516,14.8799991607666,7.88500022888184,1.92499995231628
"90",-97,37,"lat37_lon-97_id",26.5799999237061,38.2999992370605,78.5599975585938,91.9100036621094,132.910003662109,148.699996948242,92.5699996948242,90.0699996948242,88.2200012207031,87.4599990844727,58.3699989318848,37.9000015258789,1.375,4.03499984741211,8.92000007629395,14.2200002670288,19.4300003051758,24.3499984741211,27.1399993896484,26.9049987792969,22.1949996948242,15.5799999237061,8.75,2.27999997138977
